item,issn,label,publisher,homepage_url,http_status,final_url,category
4784,1878-4208,PROGRESS IN CRYSTAL GROWTH AND  CHARACTERIZATION O / PERGAMON-ELSEVIER SCIENCE L,PERGAMON-ELSEVIER SCIENCE LTD,https://www.journals.elsevier.com/progress-in-crystal-growth-and-characterization-of-materials,403,https://www.journals.elsevier.com/progress-in-crystal-growth-and-characterization-of-materials,BROKEN_403
4785,2041-1022,MODERNIST CULTURES / EDINBURGH UNIV PRESS,EDINBURGH UNIV PRESS,https://www.euppublishing.com/loi/mod,200,https://www.euppublishing.com/action/cookieAbsent,WORKING
4786,2156-5295,International Journal of Childbirth Springer Publi / Unknown,Unknown,http://www.springerpub.com/ijc,404,http://www.springerpub.com/ijc,BROKEN_404
4787,2724-6337,Minerva Dental and Oral Science Edizioni Minerva M / Unknown,Unknown,,NO_URL,,NO_URL
4788,1879-1352,JOURNAL OF QUANTITATIVE  SPECTROSCOPY & RADIATIVE  / PERGAMON-ELSEVIER SCIENCE L,PERGAMON-ELSEVIER SCIENCE LTD,https://www.journals.elsevier.com/journal-of-quantitative-spectroscopy-and-radiative-transfer,403,https://www.journals.elsevier.com/journal-of-quantitative-spectroscopy-and-radiative-transfer,BROKEN_403
4789,1873-6106,ECOLOGICAL ECONOMICS / ELSEVIER,ELSEVIER,http://www.journals.elsevier.com/ecological-economics/,403,http://www.journals.elsevier.com/ecological-economics/,BROKEN_403
4790,1532-7914,"NUTRITION AND CANCER-AN  INTERNATIONAL JOURNAL / ROUTLEDGE JOURNALS, TAYLOR &  F","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",http://www.tandf.co.uk/journals/authors/hnucauth.asp,403,http://www.tandf.co.uk/journals/authors/hnucauth.asp,BROKEN_403
4791,1871-4528,POTATO RESEARCH / SPRINGER,SPRINGER,https://link.springer.com/journal/11540,200,https://link.springer.com/journal/11540,WORKING
4792,1477-9552,JOURNAL OF AGRICULTURAL  ECONOMICS / WILEY,WILEY,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-9552,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
4793,1943-7854,JOURNAL OF THE AMERICAN SOCIETY  OF BREWING CHEMIS / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/ujbc20/current,403,https://www.tandfonline.com/toc/ujbc20/current,BROKEN_403
4794,1095-7227,JOURNAL OF COMPARATIVE  ECONOMICS / ACADEMIC PRESS INC ELSEVIER  SCIENCE,ACADEMIC PRESS INC ELSEVIER  SCIENCE,http://www.journals.elsevier.com/journal-of-comparative-economics,403,http://www.journals.elsevier.com/journal-of-comparative-economics,BROKEN_403
4795,2234-0491,JOURNAL OF THE KOREAN CERAMIC  SOCIETY / SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,https://www.springer.com/journal/43207,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F43207,WORKING
4796,1940-9222,"PSYCHOANALYTIC DIALOGUES / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/hpsd20/current,403,https://www.tandfonline.com/toc/hpsd20/current,BROKEN_403
4797,1572-8749,TOPOI-AN INTERNATIONAL REVIEW OF  PHILOSOPHY / SPRINGER,SPRINGER,https://www.springer.com/journal/11245,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F11245,WORKING
4798,1793-6683,COMMUNICATIONS IN  CONTEMPORARY MATHEMATICS / WORLD SCIENTIFIC PUBL CO PTE  LTD,WORLD SCIENTIFIC PUBL CO PTE  LTD,http://www.worldscinet.com/ccm/ccm.shtml,520,http://www.worldscinet.com/ccm/ccm.shtml,BROKEN_520
4799,1527-5493,FRENCH HISTORICAL STUDIES / DUKE UNIV PRESS,DUKE UNIV PRESS,https://www.dukeupress.edu/French-Historical-Studies,200,https://www.dukeupress.edu/French-Historical-Studies,WORKING
4800,1931-6283,JOURNAL OF EXOTIC PET MEDICINE / ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,https://www.sciencedirect.com/journal/journal-of-exotic-pet-medicine,403,https://www.sciencedirect.com/journal/journal-of-exotic-pet-medicine,BROKEN_403
4801,1873-3271,JOURNAL OF RETAILING / ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,https://www.journals.elsevier.com/journal-of-retailing,403,https://www.journals.elsevier.com/journal-of-retailing,BROKEN_403
4802,2381-3121,JOURNAL OF SPECIAL EDUCATION  TECHNOLOGY / SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,https://us.sagepub.com/en-us/nam/journal-of-special-education-technology/journal202533,500,https://us.sagepub.com/en-us/nam/journal-of-special-education-technology/journal202533,BROKEN_500
4803,1947-248X,"Parliaments, Estates and Representation Taylor and / Unknown",Unknown,https://www.tandfonline.com/toc/rper20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4804,2051-2996,POLIS / BRILL,BRILL,,NO_URL,,NO_URL
4805,1572-915X,EXTREMES / SPRINGER,SPRINGER,https://link.springer.com/journal/10687,200,https://link.springer.com/journal/10687,WORKING
4806,1687-9597,Obstetrics and Gynecology International John Wiley / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,https://www.hindawi.com/journals/ogi/,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
4807,1753-2515,International Journal of Nanoparticles Inderscienc / Unknown,Unknown,,NO_URL,,NO_URL
4808,2152-2073,"Composites: Mechanics, Computations, Applications  / Unknown",Unknown,,NO_URL,,NO_URL
4809,2160-6552,Journal of Environmental Economics and Policy Tayl / Unknown,Unknown,https://www.tandfonline.com/toc/teep20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4810,2047-7422,Interest Groups and Advocacy Palgrave Macmillan Lt / Unknown,Unknown,https://www.palgrave.com/gp/journal/41309,200,https://link.springer.com/journal/41309,WORKING
4811,2667-0909,ATHEROSCLEROSIS PLUS / ELSEVIER,ELSEVIER,https://www.journals.elsevier.com/atherosclerosis-plus,403,https://www.journals.elsevier.com/atherosclerosis-plus,BROKEN_403
4812,2093-677X,Ocean Systems Engineering Techno-Press / Unknown,Unknown,http://technopress.kaist.ac.kr/?journal=ose&subpage=1,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
4813,1873-3778,JOURNAL OF CHROMATOGRAPHY A / ELSEVIER,ELSEVIER,http://www.elsevier.com/locate/chroma,403,http://www.elsevier.com/locate/chroma,BROKEN_403
4814,1873-4359,COLLOIDS AND SURFACES A- PHYSICOCHEMICAL AND ENGIN / ELSEVIER,ELSEVIER,http://www.journals.elsevier.com/colloids-and-surfaces-a-physicochemical-and-engineering-aspects/,403,http://www.journals.elsevier.com/colloids-and-surfaces-a-physicochemical-and-engineering-aspects/,BROKEN_403
4815,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY / OXFORD UNIV PRESS,OXFORD UNIV PRESS,http://jxb.oxfordjournals.org/,403,http://jxb.oxfordjournals.org/,BROKEN_403
4816,1873-4375,COMPUTERS & CHEMICAL  ENGINEERING / PERGAMON-ELSEVIER SCIENCE LTD,PERGAMON-ELSEVIER SCIENCE LTD,https://www.journals.elsevier.com/computers-and-chemical-engineering,403,https://www.journals.elsevier.com/computers-and-chemical-engineering,BROKEN_403
4817,1537-1719,MOLECULAR BIOLOGY AND  EVOLUTION / OXFORD UNIV PRESS,OXFORD UNIV PRESS,http://mbe.oxfordjournals.org/,403,http://mbe.oxfordjournals.org/,BROKEN_403
4818,1527-330X,AESTHETIC SURGERY JOURNAL / OXFORD UNIV PRESS INC,OXFORD UNIV PRESS INC,http://asj.oxfordjournals.org/content/,403,http://asj.oxfordjournals.org/content/,BROKEN_403
4819,1951-6401,EUROPEAN PHYSICAL JOURNAL- SPECIAL TOPICS / SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,https://www.springer.com/journal/11734,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F11734,WORKING
4820,1879-2375,TRANSPORTATION RESEARCH PART A- POLICY AND PRACTIC / PERGAMON-ELSEVIER SCIENCE L,PERGAMON-ELSEVIER SCIENCE LTD,https://www.journals.elsevier.com/transportation-research-part-a-policy-and-practice,403,https://www.journals.elsevier.com/transportation-research-part-a-policy-and-practice,BROKEN_403
4821,1873-3352,JOURNAL OF LOSS PREVENTION IN THE  PROCESS INDUSTR / ELSEVIER SCI LTD,ELSEVIER SCI LTD,https://www.journals.elsevier.com/journal-of-loss-prevention-in-the-process-industries,403,https://www.journals.elsevier.com/journal-of-loss-prevention-in-the-process-industries,BROKEN_403
4822,1618-0372,ACTA HISTOCHEMICA / ELSEVIER GMBH,ELSEVIER GMBH,https://www.journals.elsevier.com/acta-histochemica,403,https://www.journals.elsevier.com/acta-histochemica,BROKEN_403
4823,1558-299X,PRIMARY CARE / W B SAUNDERS CO-ELSEVIER INC,W B SAUNDERS CO-ELSEVIER INC,https://www.journals.elsevier.com/primary-care-clinics-in-office-practice,403,https://www.journals.elsevier.com/primary-care-clinics-in-office-practice,BROKEN_403
4824,1552-8448,VIOLENCE AGAINST WOMEN / SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,http://vaw.sagepub.com/,403,http://vaw.sagepub.com/,BROKEN_403
4825,1175-8783,NEW ZEALAND JOURNAL OF CROP AND  HORTICULTURAL SCI / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/tnzc20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4826,1579-1505,REVISTA DE LA REAL ACADEMIA DE  CIENCIAS EXACTAS F / SPRINGER-VERLAG ITALIA SRL,SPRINGER-VERLAG ITALIA SRL,https://link.springer.com/journal/13398,200,https://link.springer.com/journal/13398,WORKING
4827,2312-6760,Medical Journal of Babylon Wolters Kluwer Medknow  / Unknown,Unknown,http://www.medicaljb.com,200,https://medicaljb.com/,WORKING
4828,1612-0051,DENDROCHRONOLOGIA / ELSEVIER GMBH,ELSEVIER GMBH,https://www.journals.elsevier.com/dendrochronologia,403,https://www.journals.elsevier.com/dendrochronologia,BROKEN_403
4829,1552-7638,JOURNAL OF SPORT & SOCIAL ISSUES / SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,http://jss.sagepub.com/,403,http://jss.sagepub.com/,BROKEN_403
4830,1469-2988,"ATTACHMENT & HUMAN  DEVELOPMENT / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/rahd20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4831,1532-4990,ARID LAND RESEARCH AND  MANAGEMENT / TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,https://www.tandfonline.com/toc/uasr20/current,403,https://www.tandfonline.com/toc/uasr20/current,BROKEN_403
4832,1949-8381,Religion and Education Taylor and Francis Ltd. / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=urel20,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4833,2509-4262,PharmacoEconomics - Open Springer International Pu / Unknown,Unknown,https://link.springer.com/journal/41669,200,https://link.springer.com/journal/41669,WORKING
4834,2056-4910,International Journal of Human Rights in Healthcar / Unknown,Unknown,,NO_URL,,NO_URL
4835,1557-8240,PEDIATRIC CLINICS OF NORTH  AMERICA / W B SAUNDERS CO-ELSEVIER INC,W B SAUNDERS CO-ELSEVIER INC,https://www.journals.elsevier.com/pediatric-clinics-of-north-america,403,https://www.journals.elsevier.com/pediatric-clinics-of-north-america,BROKEN_403
4836,1934-578X,NATURAL PRODUCT  COMMUNICATIONS / SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,https://us.sagepub.com/en-us/nam/natural-product-communications/journal203650,500,https://us.sagepub.com/en-us/nam/natural-product-communications/journal203650,BROKEN_500
4837,1096-3642,ZOOLOGICAL JOURNAL OF THE  LINNEAN SOCIETY / OXFORD UNIV PRESS,OXFORD UNIV PRESS,https://academic.oup.com/zoolinnean,403,https://academic.oup.com/zoolinnean,BROKEN_403
4838,2366-0058,ABDOMINAL RADIOLOGY / SPRINGER,SPRINGER,https://link.springer.com/journal/261,200,https://link.springer.com/journal/261,WORKING
4839,1745-7254,ACTA PHARMACOLOGICA SINICA / NATURE PUBL GROUP,NATURE PUBL GROUP,https://www.nature.com/aps/,200,https://www.nature.com/aps/,WORKING
4840,1573-7365,METABOLIC BRAIN DISEASE / SPRINGER/PLENUM PUBLISHERS,SPRINGER/PLENUM PUBLISHERS,https://www.springer.com/journal/11011,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F11011,WORKING
4841,1873-6165,JOURNAL OF SYSTEMS ARCHITECTURE / ELSEVIER,ELSEVIER,https://www.journals.elsevier.com/journal-of-systems-architecture,403,https://www.journals.elsevier.com/journal-of-systems-architecture,BROKEN_403
4842,1029-4910,STATISTICS / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/gsta20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4843,1993-5013,Optoelectronics Letters Springer Verlag / Unknown,Unknown,https://www.springer.com/journal/11801,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F11801,WORKING
4844,1759-8818,SOCIOLOGY OF RELIGION / OXFORD UNIV PRESS INC,OXFORD UNIV PRESS INC,https://academic.oup.com/socrel,403,https://academic.oup.com/socrel,BROKEN_403
4845,1838-6768,SOIL RESEARCH / CSIRO PUBLISHING,CSIRO PUBLISHING,http://www.publish.csiro.au/sr,403,http://www.publish.csiro.au/sr,BROKEN_403
4846,1097-9883,DRUG METABOLISM REVIEWS / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,http://www.informapharmascience.com/dmr,404,http://www.informapharmascience.com/dmr,BROKEN_404
4847,2191-0332,INTERNATIONAL JOURNAL OF TURBO &  JET-ENGINES / WALTER DE GRUYTER GMBH,WALTER DE GRUYTER GMBH,,NO_URL,,NO_URL
4848,1827-1510,Annali dell'Universita di Ferrara Springer-Verlag  / Unknown,Unknown,https://link.springer.com/journal/11565,200,https://link.springer.com/journal/11565,WORKING
4849,1572-9907,GROUP DECISION AND NEGOTIATION / SPRINGER,SPRINGER,https://www.springer.com/journal/10726,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10726,WORKING
4850,1945-5534,"AZANIA-ARCHAEOLOGICAL RESEARCH  IN AFRICA / ROUTLEDGE JOURNALS, TAYLOR &  FRANCI","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/raza20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4851,1934-7243,ANNALS OF DYSLEXIA / SPRINGER,SPRINGER,https://link.springer.com/journal/11881,200,https://link.springer.com/journal/11881,WORKING
4852,1525-6065,HYPERTENSION IN PREGNANCY / TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,https://www.tandfonline.com/toc/ihip20/current,403,https://www.tandfonline.com/toc/ihip20/current,BROKEN_403
4853,1945-7049,Journal of Nursing Measurement Springer Publishing / Unknown,Unknown,http://www.springerpub.com/journal.aspx?jid=1061-3749,404,http://www.springerpub.com/journal.aspx?jid=1061-3749,BROKEN_404
4854,1537-1611,Journal of Clinical Neuromuscular Disease Lippinco / Unknown,Unknown,https://journals.lww.com/jcnmd/pages/default.aspx,200,https://journals.lww.com/jcnmd/pages/default.aspx,WORKING
4855,2044-2394,KANTIAN REVIEW / CAMBRIDGE UNIV PRESS,CAMBRIDGE UNIV PRESS,http://journals.cambridge.org/action/displayJournal?jid=KRV,200,https://www.cambridge.org/core/journals/kantian-review,WORKING
4856,1673-3541,Frontiers of Law in China Higher Education Press L / Unknown,Unknown,http://journal.hep.com.cn/flc/EN/1673-3428/current.shtml,404,http://journal.hep.com.cn/flc/EN/1673-3428/current.shtml,BROKEN_404
4857,2576-3113,Bioelectricity Mary Ann Liebert Inc. / Unknown,Unknown,,NO_URL,,NO_URL
4858,2211-3576,Computability SAGE Publications Ltd / Unknown,Unknown,,NO_URL,,NO_URL
4859,2524-4930,CCF Transactions on High Performance Computing Spr / Unknown,Unknown,https://www.springer.com/journal/42514,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F42514,WORKING
4860,1520-0469,JOURNAL OF THE ATMOSPHERIC  SCIENCES / AMER METEOROLOGICAL SOC,AMER METEOROLOGICAL SOC,http://www.ametsoc.org/pubs/journals/jas/,200,https://www.ametsoc.org/ams/publications/journals/journal-of-the-atmospheric-sciences/,WORKING
4861,1572-882X,CELLULOSE / SPRINGER,SPRINGER,https://www.springer.com/journal/10570,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10570,WORKING
4862,2045-6441,SCOTTISH MEDICAL JOURNAL / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://scm.sagepub.com/,403,http://scm.sagepub.com/,BROKEN_403
4863,1939-926X,"EXPLICATOR / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/vexp20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4864,1873-491X,INTERNATIONAL JOURNAL OF  NURSING STUDIES / PERGAMON-ELSEVIER SCIENCE LTD,PERGAMON-ELSEVIER SCIENCE LTD,https://www.journals.elsevier.com/international-journal-of-nursing-studies,403,https://www.journals.elsevier.com/international-journal-of-nursing-studies,BROKEN_403
4865,1364-551X,MENDELEEV COMMUNICATIONS / ELSEVIER,ELSEVIER,https://www.journals.elsevier.com/mendeleev-communications,403,https://www.journals.elsevier.com/mendeleev-communications,BROKEN_403
4866,1438-9916,Aktuelle Ernahrungsmedizin Klinik und Praxis Georg / Unknown,Unknown,,NO_URL,,NO_URL
4867,1521-0391,AMERICAN JOURNAL ON ADDICTIONS / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/15210391,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
4868,1839-2628,TWIN RESEARCH AND HUMAN  GENETICS / CAMBRIDGE UNIV PRESS,CAMBRIDGE UNIV PRESS,http://journals.cambridge.org/action/displayJournal?jid=THG,200,https://www.cambridge.org/core/journals/twin-research-and-human-genetics,WORKING
4869,1614-7308,FOLIA LINGUISTICA / WALTER DE GRUYTER GMBH,WALTER DE GRUYTER GMBH,http://www.deguyter.com/view/j/flin,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
4870,1757-9147,PERSPECTIVES IN PUBLIC HEALTH / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://rsh.sagepub.com/,403,http://rsh.sagepub.com/,BROKEN_403
4871,1567-2387,JOURNAL OF MOLECULAR HISTOLOGY / SPRINGER,SPRINGER,https://link.springer.com/journal/10735,200,https://link.springer.com/journal/10735,WORKING
4872,1467-9507,SOCIAL DEVELOPMENT / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/14679507,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
4873,1475-5793,JOURNAL OF MEDICAL SCREENING / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,https://us.sagepub.com/en-us/nam/journal/journal-medical-screening,500,https://us.sagepub.com/en-us/nam/journal/journal-medical-screening,BROKEN_500
4874,1547-0679,"JOURNAL OF CHILD SEXUAL ABUSE / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",http://www.informaworld.com/smpp/title~db=all~content=t792303988~tab=summary,200,https://taylorandfrancis.com/,WORKING
4875,1474-0079,JOURNAL OF FRENCH LANGUAGE  STUDIES / CAMBRIDGE UNIV PRESS,CAMBRIDGE UNIV PRESS,http://journals.cambridge.org/action/displayJournal?jid=JFL,200,https://www.cambridge.org/core/journals/journal-of-french-language-studies,WORKING
4876,1557-8127,"ASSAY AND DRUG DEVELOPMENT  TECHNOLOGIES / MARY ANN LIEBERT, INC","MARY ANN LIEBERT, INC",http://www.liebertpub.com/adt,404,http://www.liebertpub.com/adt,BROKEN_404
4877,2191-9097,NANOTECHNOLOGY REVIEWS / DE GRUYTER POLAND SP Z O O,DE GRUYTER POLAND SP Z O O,https://www.degruyter.com/view/j/ntrev,200,https://www.degruyterbrill.com:443/journal/key/ntrev/html,WORKING
4878,1572-8676,PHENOMENOLOGY AND THE  COGNITIVE SCIENCES / SPRINGER,SPRINGER,https://www.springer.com/journal/11097,ERROR,timed out,BROKEN_NET
4879,1741-3141,South Asia Research Sage Publications India Pvt. L / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,https://us.sagepub.com/en-us/nam/journal/south-asia-research,500,https://us.sagepub.com/en-us/nam/journal/south-asia-research,BROKEN_500
4880,1865-0341,Radiological Physics and Technology Springer Japan / Unknown,Unknown,https://www.springer.com/journal/12194,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F12194,WORKING
4881,1745-1167,MAIN GROUP CHEMISTRY / IOS PRESS,IOS PRESS,http://iospress.metapress.com/content/1024-1221,200,https://metapress.com/,WORKING
4882,1684-9973,Advances in Radio Science Copernicus Publications / Unknown,Unknown,http://www.adv-radio-sci.net/volumes.html,200,https://ars.copernicus.org/articles/volumes.html,WORKING
4883,2186-3644,Intractable and Rare Diseases Research Internation / Unknown,Unknown,,NO_URL,,NO_URL
4884,1548-1123,International Journal of Enterprise Information Sy / Unknown,Unknown,http://www.idea-group.com/journals/details.asp?id=4292,400,http://www.idea-group.com/journals/details.asp?id=4292,BROKEN_400
4885,2383-0301,Avicenna Journal of Clinical Microbiology and Infe / Unknown,Unknown,,NO_URL,,NO_URL
4886,2381-5329,Manuscript Studies University of Pennsylvania Pres / Unknown,Unknown,http://mss.pennpress.org,200,https://www.pennpress.org/journals/journal/manuscript-studies/,WORKING
4887,1098-5514,JOURNAL OF VIROLOGY / AMER SOC MICROBIOLOGY,AMER SOC MICROBIOLOGY,http://jvi.asm.org/,403,http://jvi.asm.org/,BROKEN_403
4888,1528-1167,EPILEPSIA / WILEY,WILEY,http://www.epilepsia.com/,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
4889,1469-7750,JOURNAL OF THE LONDON  MATHEMATICAL SOCIETY-SECOND / WILEY,WILEY,https://londmathsoc.onlinelibrary.wiley.com/journal/14697750,200,https://londmathsoc.onlinelibrary.wiley.com/action/cookieAbsent,WORKING
4890,1873-4189,MATERIALS CHARACTERIZATION / ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,https://www.journals.elsevier.com/materials-characterization,403,https://www.journals.elsevier.com/materials-characterization,BROKEN_403
4891,2196-7016,ZEITSCHRIFT FUR SLAWISTIK / WALTER DE GRUYTER GMBH,WALTER DE GRUYTER GMBH,http://www.degruyter.com/view/j/slaw,200,https://www.degruyterbrill.com:443/journal/key/slaw/html,WORKING
4892,2449-5999,Agricultural Engineering De Gruyter Open Ltd. / Unknown,Unknown,,NO_URL,,NO_URL
4893,1945-3892,INTERNATIONAL JOURNAL OF  ACAROLOGY / TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,https://www.tandfonline.com/toc/taca20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4894,1468-4381,"PSYCHOTHERAPY RESEARCH / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/tpsr20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4895,1476-8291,INTEGRAL TRANSFORMS AND SPECIAL  FUNCTIONS / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,http://www.tandfonline.com/openurl?genre=journal&issn=1065-2469,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4896,2197-4586,E-POLYMERS / DE GRUYTER POLAND SP Z O O,DE GRUYTER POLAND SP Z O O,https://www.degruyter.com/view/j/epoly,200,https://www.degruyterbrill.com:443/journal/key/epoly/html,WORKING
4897,1461-7218,INTERNATIONAL REVIEW FOR THE  SOCIOLOGY OF SPORT / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://irs.sagepub.com/,403,http://irs.sagepub.com/,BROKEN_403
4898,1879-226X,COGNITIVE DEVELOPMENT / ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,https://www.journals.elsevier.com/cognitive-development,403,https://www.journals.elsevier.com/cognitive-development,BROKEN_403
4899,1091-7675,POLITICAL COMMUNICATION / TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,http://www.tandfonline.com/toc/upcp20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
4900,2300-1925,"CHEMICAL AND PROCESS  ENGINEERING-NEW FRONTIERS / POLSKA AKAD NAUK, POLISH ACAD ","POLSKA AKAD NAUK, POLISH ACAD  SCIENCES",,NO_URL,,NO_URL
4901,1579-3680,INTERNATIONAL JOURNAL OF SOCIAL  PSYCHOLOGY / SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,https://www.tandfonline.com/toc/rrps20/current,403,https://www.tandfonline.com/toc/rrps20/current,BROKEN_403
4902,1866-2633,SCHOOL MENTAL HEALTH / SPRINGER,SPRINGER,https://link.springer.com/journal/12310,200,https://link.springer.com/journal/12310,WORKING
4903,2083-5965,FOLIA HORTICULTURAE / SCIENDO,SCIENDO,,NO_URL,,NO_URL
4904,1435-6066,RESEARCH IN ENGINEERING DESIGN / SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,https://www.springer.com/journal/163,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F163,WORKING
4905,2645-3991,"Journal of Obstetrics, Gynecology and Cancer Resea / Unknown",Unknown,http://www.aeclrjournal.ir,200,http://www.aeclrjournal.ir,WORKING
4906,1826-9850,RIVISTA DEL NUOVO CIMENTO / SPRINGERNATURE,SPRINGERNATURE,http://en.sif.it/journals/ncr,404,http://en.sif.it/journals/ncr,BROKEN_404
4907,2399-293X,New Journal of European Criminal Law SAGE Publicat / Unknown,Unknown,https://us.sagepub.com/en-us/nam/new-journal-of-european-criminal-law/journal202696,500,https://us.sagepub.com/en-us/nam/new-journal-of-european-criminal-law/journal202696,BROKEN_500
4908,1759-5916,International Journal of Disaster Resilience in th / Unknown,Unknown,,NO_URL,,NO_URL
4909,1687-5907,Advances in Human-Computer Interaction John Wiley  / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,https://www.hindawi.com/journals/ahci/,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
4910,2199-6687,Urban Rail Transit Springer Science and Business M / Unknown,Unknown,https://link.springer.com/journal/40864,200,https://link.springer.com/journal/40864,WORKING
